question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Concurso_2024,Fácil,15.349719404999632,2926,0.0,AC,0.0572468099999241,45,0,0,0,0,45
Câmeras,Médio,55.35196847000043,7645,0.0,AC,0.0883844369964208,60,0,0,0,0,60
Passatempo,Médio,158.94094838999445,19132,0.0,AC,0.0734925789874978,30,0,0,0,0,30
Nota esquecida,Fácil,9.227630225999746,2026,0.0,AC,0.073321661009686,68,0,0,0,0,68
Torre de Dados,Difícil,509.334336244996,67063,0.0,NO CODE,0.0,0,0,0,0,0,50
Sequência Secreta,Fácil,48.87058048200561,7651,0.0,AC,0.0487284350092522,19,0,0,0,0,19
Elevador,Fácil,234.800187565008,27233,0.0,AC,0.0823697260057088,24,0,0,0,0,24
Cortando o Papel,Médio,231.694274812995,28039,0.0,AC,0.2533066649921238,22,0,0,0,0,22
Prefixo,Fácil,10.92167127301218,2235,0.0,AC,0.049411740998039,30,0,0,0,0,30
Intervalo Distinto,Difícil,10.669770865992176,2251,0.0,AC,0.2820242639863863,53,0,0,0,0,53
Parcelamento sem juros,Fácil,21.27512395000668,3491,0.0,AC,0.0535388759744819,38,0,0,0,0,38
Torneio de tênis,Fácil,10.549170061014593,2182,0.0,AC,0.0491586859861854,20,0,0,0,0,20
Colchão,Fácil,104.90828264100128,11819,0.0,AC,0.0676717580063268,40,0,0,0,0,40
Gincana_2016,Difícil,271.2787795870099,31718,0.0,WA,0.0775316040089819,57,2,0,0,0,59
Teleférico,Fácil,18.40596227502101,2982,0.0,AC,0.0499334640044253,36,0,0,0,0,36
Catálogo de Músicas,Difícil,299.9654478689772,33912,0.0,AC,0.713316474983003,26,0,0,0,0,26
Jogo de Tabuleiro,Médio,25.3549387009989,4490,0.0,AC,0.0501351819839328,28,0,0,0,0,28
Fuga,Difícil,628.1142827989825,67269,0.0,NO CODE,0.0,0,0,0,0,0,34
Cubo e quadrado,Fácil,11.491874501982238,2204,0.0,AC,0.0667367590067442,30,0,0,0,0,30
Visita entre cidades,Médio,24.930248362012208,4082,0.0,AC,0.0826332019933033,19,0,0,0,0,19
Jardim de infância,Difícil,86.32297512999503,12207,0.0,AC,0.0772050679952371,80,0,0,0,0,80
Detetive,Médio,968.2213421800116,48353,0.0,WA,0.5231895360047929,73,5,0,0,0,78
Concatena Dígitos,Médio,18.339035789016634,3853,0.0,AC,0.2057848069816827,25,0,0,0,0,25
Jogo do Preto e Branco,Médio,113.75610559800408,14184,0.0,AC,0.0498749440012034,40,0,0,0,0,40
Musical,Médio,36.23236609098967,5301,0.0,AC,0.0682678809971548,51,0,0,0,0,51
Supermercado,Fácil,28.14959560800344,4478,0.0,AC,0.0524686480057425,20,0,0,0,0,20
PacMan,Fácil,31.55355355300708,4865,0.0,AC,0.0749997830134816,50,0,0,0,0,50
Fotografia,Fácil,18.347911966993703,3142,0.0,AC,0.0329984149720985,20,0,0,0,0,20
Baralho,Fácil,48.02595288198791,6202,0.0,AC,0.0408106349932495,25,0,0,0,0,25
Floresta,Médio,144.18896483600838,17799,0.0,AC,0.0428243220085278,33,0,0,0,0,33
Aplicativo de Calorias,Fácil,10.763626930012832,2033,0.0,AC,0.0452266710053663,25,0,0,0,0,25
A idade de Dona Mônica,Fácil,14.75301836701692,2812,0.0,AC,0.041246708977269,24,0,0,0,0,24
Receita de Bolo,Fácil,5.854757455002982,1725,0.0,AC,0.0678461240022443,30,0,0,0,0,30
Dona Formiga,Médio,34.214814618986566,5324,0.0,WA,0.0492613660171628,12,10,0,0,0,22
Quadrado Mágico_2011,Fácil,50.05014748001122,7264,0.0,AC,3.3922322610160336,53,0,0,0,0,53
Trio de Palitinhos,Médio,49.49320049598464,7878,0.0,AC,0.4631698819866869,33,0,0,0,0,33
Chuva_2022,Médio,35.42059502398479,5564,0.0,AC,0.0822210329934023,30,0,0,0,0,30
Setas,Médio,73.72325841800193,8774,0.0,AC,0.45807795698056,60,0,0,0,0,60
Hotel Nlogônia,Médio,220.4868224499805,25677,0.0,AC,2.311746730003506,60,0,0,0,0,60
Jogo da Memória,Difícil,160.97916762100067,19658,0.0,AC,1.0923750009969808,47,0,0,0,0,47
Caminho,Médio,41.98313522801618,5836,0.0,AC,0.1586861120013054,25,0,0,0,0,25
Placas de Carro,Médio,21.51057380597922,3789,0.0,AC,0.0472472539986483,31,0,0,0,0,31
Tempo de resposta,Difícil,80.10716162298922,9814,0.0,AC,0.0346506170171778,10,0,0,0,0,10
Avenida,Fácil,25.466265273018507,3610,0.0,AC,0.0346931630047038,28,0,0,0,0,28
Dobradura,Fácil,87.70402588398429,10995,0.0,AC,0.0218192699830979,10,0,0,0,0,10
Sinuca,Médio,42.8998536580184,6009,0.0,AC,0.0737203059834428,40,0,0,0,0,40
Subsequência,Médio,8.610238269990077,2045,0.0,AC,0.1541805220185779,51,0,0,0,0,51
Alfabeto alienígena,Fácil,21.422257186990464,3703,0.0,AC,0.0692725160042755,61,0,0,0,0,61
Campeonato_2018,Fácil,25.92117128500832,4961,0.0,AC,0.056762009015074,48,0,0,0,0,48
Plano de Internet,Fácil,19.26410107698757,3496,0.0,AC,0.0326363250205758,10,0,0,0,0,10
Rodovia,Difícil,538.731587857008,67024,0.0,NO CODE,0.0,0,0,0,0,0,13
Figurinhas da copa,Fácil,15.52014291199157,3204,0.0,AC,0.0475050419918261,20,0,0,0,0,20
Meteoros,Fácil,15.887170303001769,3252,0.0,WA,0.1516666929819621,0,10,0,0,0,10
Burocracia,Difícil,579.9340336459863,67361,0.0,NO CODE,0.0,0,0,0,0,0,53
Pizza da OBI,Fácil,14.127831670019075,2758,0.0,AC,0.0835530549811665,27,0,0,0,0,27
Chefe,Médio,341.59278021098,44272,0.0,AC,0.1261685289791785,28,0,0,0,0,28
Vende-se,Fácil,21.73454857300385,3418,0.0,AC,0.2881162250123452,50,0,0,0,0,50
Plano de estacionamento,Difícil,77.89847801398719,10401,0.0,AC,0.3357679690234363,50,0,0,0,0,50
Tarzan,Médio,15.57614482397912,2896,0.0,AC,0.1856979150034021,53,0,0,0,0,53
Contas a pagar,Fácil,9.098877089010784,2129,0.0,AC,0.0586402089975308,43,0,0,0,0,43
Mapa_2017,Médio,575.7539306730032,67122,0.0,NO CODE,0.0,0,0,0,0,0,21
Maior valor,Fácil,13.3359975060157,2426,0.0,AC,0.0631881300068926,40,0,0,0,0,40
Chuva_2019,Médio,595.0282487670192,67117,0.0,NO CODE,0.0,0,0,0,0,0,35
Calculadora,Médio,61.5358354189957,7636,0.0,AC,0.3627109630033374,53,0,0,0,0,53
Grupos de Trabalho,Médio,15.92255755100632,3260,0.0,AC,0.6021078010089695,25,0,0,0,0,25
Escadinha,Fácil,125.82829931200833,15495,0.0,AC,0.1401603939884808,26,0,0,0,0,26
Pangrama,Fácil,24.63156483200146,3387,0.0,AC,0.0616606950061395,50,0,0,0,0,50
Notas,Fácil,26.409020635008343,3428,0.0,AC,0.0598745210154447,40,0,0,0,0,40
Metrô da Nlogônia,Médio,122.56849964300636,14481,0.0,WA,1.0413882810098585,6,32,0,0,0,38
