question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Câmeras,Médio,5.387020078000205,1604,0.004964,AC,0.1298297159992216,60,0,0,0,0,60
Passatempo,Médio,6.122161757000868,1775,0.005934,AC,0.1704948470032832,30,0,0,0,0,30
Trilhas,Médio,2.9649749579984928,1622,0.004268,AC,0.1255918940005358,20,0,0,0,0,20
Escada perfeita,Médio,3.709350343000551,1316,0.0033759999999999,WA,4.218422149999242,29,31,0,0,0,60
Sequência Secreta,Médio,2.250265239003056,1067,0.002726,WA,0.0372513359980075,2,17,0,0,0,19
Cortando o Papel,Médio,3.121908987999632,1035,0.002946,WA,0.2590574200003175,0,22,0,0,0,22
Acelerador de Partículas,Fácil,1.680685456001811,880,0.00196,WA,0.0578262010021717,11,28,0,0,0,39
Teleférico,Fácil,1.445234213999356,834,0.0018319999999999,AC,0.0520823139995627,36,0,0,0,0,36
Catálogo de Músicas,Difícil,8.09799720799856,2095,0.0073779999999999,WA,0.7209282809999422,0,26,0,0,0,26
Fissura Perigosa,Médio,3.0400976780001656,1350,0.003748,AC,0.3096974709987989,34,0,0,0,0,34
Jogo de Tabuleiro,Médio,2.552014462002262,1332,0.003424,AC,0.0546756110015849,28,0,0,0,0,28
Fuga,Difícil,87.815923604001,9434,0.05144,WA,0.0540115650001098,2,32,0,0,0,34
Visita entre cidades,Médio,2.8174993699976767,1224,0.00324,AC,0.0876991010009078,19,0,0,0,0,19
Jardim de infância,Médio,8.88154507299987,2692,0.009056,WA,0.2345921870000893,78,2,0,0,0,80
Jogo de Cartas,Fácil,2.6424607669978286,1424,0.003652,AC,0.3389096419996349,60,0,0,0,0,60
Móbile_2015,Fácil,1.3385030810022729,898,0.002016,AC,0.0524730159995669,30,0,0,0,0,30
Transporte de Contêineres,Fácil,2.780629486001999,1242,0.003288,WA,0.0709195509989513,41,8,0,0,0,49
Jogo do Preto e Branco,Médio,3.9649462289999065,1440,0.004352,TLE,15.0,37,0,0,3,0,40
Floresta,Fácil,1.944090126999072,1074,0.002632,WA,0.1166382999981578,2,31,0,0,0,33
Quadrado Mágico_2011,Fácil,4.0194746119996125,1182,0.0034999999999999,WA,2.7508072599994198,52,1,0,0,0,53
Trio de Palitinhos,Médio,1.6262427830006343,1550,0.0035519999999999,AC,0.4573367609991692,33,0,0,0,0,33
Setas,Médio,8.216514871997788,1769,0.0068579999999999,AC,0.7330613810008799,60,0,0,0,0,60
Cavalos,Médio,2.4382409989993903,1277,0.0033499999999999,WA,0.0588764699969033,16,4,3,0,0,23
Avenida,Fácil,1.2557480230025249,892,0.00196,AC,0.2423610519981593,28,0,0,0,0,28
Dobradura,Fácil,1.696817144998931,1330,0.003116,WA,0.0250299219987937,0,10,0,0,0,10
Sinuca,Médio,1.4722906000024525,996,0.002472,AC,0.5756360010018398,40,0,0,0,0,40
Campeonato_2018,Fácil,3.1465832549984043,1997,0.004566,AC,0.0664735370010021,48,0,0,0,0,48
Burocracia,Difícil,10.1228143920016,2974,0.009816,WA,15.0,4,14,0,35,0,53
Telefone,Fácil,3.2454394599990337,1269,0.00341,WA,0.0738706039992393,61,2,0,0,0,63
Segredo do Cofre,Médio,2.047892242000671,1161,0.002902,TLE,15.0,0,20,0,12,0,32
Chuva_2019,Médio,5.761861019000207,1625,0.0051579999999999,WA,0.2118434809999598,0,35,0,0,0,35
Metrô da Nlogônia,Difícil,6.677174939002725,1952,0.006972,WA,1.1941450400008762,6,32,0,0,0,38
Torres de Hanói,Fácil,1.7695905930013396,1276,0.002944,AC,0.0271831749996636,10,0,0,0,0,10
Atletismo,Fácil,1.5397016379974957,1137,0.002674,AC,0.1863046319995192,41,0,0,0,0,41
Amigos,Médio,3.404547942998761,2472,0.0059399999999999,WA,15.0,18,21,0,13,0,52
Remove Dígitos,Médio,2.1304006589998608,1018,0.002744,AC,0.2284534520003944,30,0,0,0,0,30
Trio de Bonecas,Difícil,117.0436914660022,13220,0.074476,RE,0.1488157410021813,0,0,76,0,0,76
Teclado,Fácil,2.3971633649998694,1224,0.003116,AC,0.1050134299985074,27,0,0,0,0,27
Pirâmide_2023,Fácil,3.4353510449982423,1454,0.003988,AC,0.0878025719975994,86,0,0,0,0,86
Cápsulas,Médio,1.994165266998607,1344,0.0032719999999999,AC,0.2107292209984734,27,0,0,0,0,27
Caixinha de palitos,Difícil,3.2760801850017742,1111,0.00291,AC,0.0640310449998651,61,0,0,0,0,61
Mina,Médio,3.191196829000546,1188,0.0035199999999999,AC,0.0662592980006593,40,0,0,0,0,40
Pesos,Fácil,2.7534033230003843,1433,0.003522,WA,0.0539880210017145,15,9,0,0,0,24
Brigadeiros,Difícil,19.66499917499823,4026,0.017296,RE,0.2014748880028491,0,0,67,0,0,67
Dengue,Médio,4.68549065499974,2217,0.006354,WA,0.2019034969998756,0,10,0,0,0,10
Casamento de inteiros,Médio,3.1463163849984994,1074,0.003104,WA,0.0356955850002123,0,20,0,0,0,20
Cadeiras do auditório,Médio,7.032599149002635,2083,0.0066859999999999,WA,0.1695366309977544,2,37,0,0,0,39
Impedido!,Fácil,1.090203644002031,907,0.002006,AC,0.0651931019965559,54,0,0,0,0,54
Bondinho,Fácil,0.9600045369988948,746,0.0016279999999999,AC,0.03941953499816,26,0,0,0,0,26
Distância entre amigos,Médio,2.108792163999169,1076,0.00274,AC,0.3474751990033837,30,0,0,0,0,30
Cadeado,Fácil,2.658001943000272,1629,0.003642,AC,0.0520260159973986,33,0,0,0,0,33
Baldes,Difícil,7.205971227998816,2011,0.0069099999999999,WA,1.5406411690019013,4,29,0,0,0,33
Basquete de robôs,Fácil,1.176735638997343,1144,0.0024439999999999,WA,0.0435081880023062,27,3,0,0,0,30
Fast-Food,Difícil,5.441347310999845,1770,0.005228,WA,15.0,0,53,0,9,0,62
Dona Minhoca,Difícil,14.072884184999566,2590,0.011352,RE,0.3622424940003839,0,0,29,0,0,29
Metrônibus,Difícil,6.125781791997724,2355,0.006958,AC,2.558869644002698,82,0,0,0,0,82
Costa,Médio,2.5471813200019824,1103,0.002982,AC,0.3316440429989598,20,0,0,0,0,20
Triângulos,Fácil,1.6353755820018705,1007,0.002342,AC,0.0588714219993562,41,0,0,0,0,41
Frete da Família Silva,Médio,2.536129963998974,1960,0.004788,RE,0.0958557710000604,39,0,1,0,0,40
Zero para cancelar,Fácil,1.4942797019975842,948,0.002196,AC,0.0302108569994743,5,0,0,0,0,5
Troca,Médio,2.81309611100005,1668,0.004092,AC,0.2679104910021124,28,0,0,0,0,28
Conta de água,Fácil,1.6254669339978136,1077,0.002542,AC,0.0622733220006921,71,0,0,0,0,71
Forja de ORicalco,Médio,2.3039447649971407,1535,0.003654,WA,0.381502216001536,1,69,0,0,0,70
Quadrado Aritmético,Difícil,4.255147575997398,1608,0.004567999999999999,WA,0.8219644019991392,3,19,0,0,0,22
Supermercado,Médio,1.9519346870001755,1620,0.0038120000000000003,AC,0.04285767300098087,10,0,0,0,0,10
Rede ótica,Difícil,4.273348122998868,1944,0.0056159999999999995,RE,0.06553433099907124,1,1,8,0,0,10
Macaco-prego,Médio,3.9525694029980514,2081,0.005858,AC,0.04973615000199061,10,0,0,0,0,10
