question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Dario e Xerxes,Fácil,2.660086486000182,847,0.0037675,AC,0.04123351299995193,22,0,0,0,0,22
Quadrado Aritmético,Difícil,9.395762173000094,1764,0.011797499999999999,NO TEST CASES,0.0,0,0,0,0,0,0
O Tabuleiro Esburacado,Fácil,2.7330477949999477,1249,0.0052225,AC,0.04203494100011085,20,0,0,0,0,20
Retas,Médio,5.894888418999926,2166,0.010127500000000001,WA,1.5518248729999868,22,21,0,0,0,43
Viagem,Difícil,3.716674925999996,1649,0.007810000000000001,AC,0.10551369799986787,28,0,0,0,0,28
Soma,Médio,2.15740039100001,879,0.0038225000000000004,AC,0.68433289099994,46,0,0,0,0,46
Estoque,Fácil,2.0894541269999536,1249,0.00466,AC,0.07113854399995034,23,0,0,0,0,23
Frete,Médio,2.715774051999688,1238,0.0059074999999999996,AC,0.06325082000012117,35,0,0,0,0,35
Caçadores de Mitos,Fácil,1.914788019000298,1198,0.0045075,AC,0.4925757009996232,20,0,0,0,0,20
Linhas Cruzadas,Médio,2.851114877999862,1423,0.0058200000000000005,AC,0.3366608790001919,40,0,0,0,0,40
Bolas,Fácil,1.8841745919999084,926,0.0030525,AC,0.04020098599994526,19,0,0,0,0,19
Xadrez Aleatório,Médio,1.3731194460001461,747,0.0026550000000000002,AC,0.07633662099988214,57,0,0,0,0,57
Bombom,Fácil,4.609545263999735,990,0.0046,AC,0.061201545000130864,50,0,0,0,0,50
Câmara de Compensação,Difícil,2.675655766000091,1885,0.0071625000000000005,AC,0.7932617589999609,28,0,0,0,0,28
Taxa,Difícil,5.254505147000145,1548,0.009357500000000001,AC,1.0028918480002176,36,0,0,0,0,36
Atlanta,Fácil,3.746778531000018,1013,0.006195000000000001,WA,0.05062264200023492,12,28,0,0,0,40
Fuga com helicóptero,Fácil,1.85183908099998,830,0.0028750000000000004,WA,0.06757010499995886,0,74,0,0,0,74
Pirâmide,Fácil,1.4906491990000177,908,0.0031325,WA,0.055104438999933336,1,38,0,0,0,39
Wifi,Difícil,11.89788035599986,2423,0.01827,WA,1.6381998940000813,1,21,0,0,0,22
Fitas Verde-amarelas,Difícil,6.682739671000036,2223,0.010557500000000001,WA,1.031155149999904,36,24,0,0,0,60
Retângulo,Difícil,3.9715357629997925,986,0.00459,AC,0.09654099600038535,35,0,0,0,0,35
Copa do Mundo,Médio,2.650042828000096,1663,0.0054325,AC,0.0669053609999537,50,0,0,0,0,50
Passa Bolinha,Difícil,3.8636415759997362,1241,0.006315,AC,0.06001681699990513,40,0,0,0,0,40
Transmissão de Energia,Médio,3.3112830140003098,1470,0.0067375,AC,0.13150839700028882,10,0,0,0,0,10
Quadrado,Médio,3.219519800999933,931,0.005165,AC,0.049459300999842526,30,0,0,0,0,30
Chocolate,Fácil,1.7180284360001679,1144,0.00351,AC,0.06757360099982179,99,0,0,0,0,99
Xadrez,Fácil,4.249505667999983,967,0.002905,AC,0.04508458600002996,26,0,0,0,0,26
Pizza,Médio,4.8764960660000725,1246,0.0059775,AC,0.17309015999990152,48,0,0,0,0,48
Construção de Rodovia,Difícil,5.424227063999751,1368,0.009045000000000001,WA,0.7853867349999746,0,13,0,0,0,13
Dividindo o império,Médio,3.2419245450000744,1131,0.0057775000000000005,AC,0.23277101799976663,18,0,0,0,0,18
Cinco,Médio,5.96964944299998,1625,0.009725000000000001,WA,0.07064674100001866,9,55,0,0,0,64
Quebra-cabeça,Médio,2.497620085000108,1169,0.00446,AC,0.4286149529998511,24,0,0,0,0,24
Dominó,Médio,5.027083006000339,2103,0.010045,AC,0.04691744899992045,10,0,0,0,0,10
Calçada Imperial,Médio,2.373563352000019,912,0.0041425,AC,0.837828312000056,20,0,0,0,0,20
Nota cortada,Fácil,1.4924765660002777,1084,0.0033725000000000005,WA,0.06084216199997172,7,58,0,0,0,65
Gráfico de Barras,Fácil,1.7776533579999523,1227,0.004405000000000001,AC,0.042691939000178536,22,0,0,0,0,22
Tesouro,Médio,5.498524605000057,1916,0.0102025,WA,0.757979510000041,40,14,0,0,0,54
Relógios,Difícil,5.0626021310004035,1737,0.00963,WA,0.10865768100029527,27,21,0,0,0,48
Cabo de guerra,Fácil,1.8073394450002525,1121,0.0038900000000000002,AC,0.06351562100007868,76,0,0,0,0,76
Toupeira,Médio,2.4575718510000115,1380,0.0055,AC,0.6039473410000937,26,0,0,0,0,26
