question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Passatempo,Médio,6.913568321993807,1952,0.007364,AC,0.22728100999665912,30,0,0,0,0,30
Trilhas,Médio,2.441735462998622,1327,0.003658,AC,0.10879873099474935,20,0,0,0,0,20
Escada perfeita,Médio,1.793177587001992,1028,0.0026160000000000003,WA,0.09841951099951984,29,31,0,0,0,60
Sequência Secreta,Médio,2.4507335090020206,1053,0.002826,WA,0.03893701799825067,3,16,0,0,0,19
Cortando o Papel,Médio,3.764533251996909,1082,0.003768,TLE,15.0,1,9,0,12,0,22
Acelerador de Partículas,Fácil,1.6544184849990415,848,0.002128,WA,0.06882115500047803,15,24,0,0,0,39
Teleférico,Fácil,0.9376141850007116,772,0.0017079999999999999,AC,0.07059848400240298,36,0,0,0,0,36
Catálogo de Músicas,Difícil,132.36704905599618,15723,0.08957,RE,0.19759731800149893,0,0,26,0,0,26
Fissura Perigosa,Médio,2.813375828998687,1264,0.0035759999999999998,AC,0.2566893870025524,34,0,0,0,0,34
Jogo de Tabuleiro,Médio,2.395824129001994,1266,0.003292,AC,0.05525255399697926,28,0,0,0,0,28
Fuga,Difícil,99.40796150500682,11377,0.063682,RE,0.11905855599616189,0,0,34,0,0,34
Visita entre cidades,Médio,2.7159958889969857,1102,0.002996,AC,0.07729892299539642,19,0,0,0,0,19
Jardim de infância,Médio,8.226047755000764,2181,0.00825,WA,0.07616860100097256,42,38,0,0,0,80
Jogo de Cartas,Fácil,1.9160318310023285,1108,0.0027359999999999997,AC,0.33322918100020615,60,0,0,0,0,60
Móbile_2015,Fácil,1.1395400190012879,696,0.001612,AC,0.033093353995354846,30,0,0,0,0,30
Transporte de Contêineres,Fácil,2.2577797709964216,1132,0.002996,WA,0.0502145160062355,22,27,0,0,0,49
Jogo do Preto e Branco,Médio,4.389280541996413,1467,0.004942,TLE,15.0,37,0,0,3,0,40
Supermercado,Médio,2.6304893820051802,1291,0.003254,AC,0.039430083001207095,10,0,0,0,0,10
Floresta,Fácil,2.384532785996271,960,0.002404,WA,0.041284085004008375,2,31,0,0,0,33
Quadrado Mágico_2011,Fácil,3.0799500080029247,1174,0.003484,WA,2.3108088510052767,52,1,0,0,0,53
Trio de Palitinhos,Médio,1.6699369329944602,1180,0.0028120000000000003,AC,0.40929767900524894,33,0,0,0,0,33
Setas,Médio,3.698921392002376,1198,0.003776,WA,0.4069131119977101,20,40,0,0,0,60
Cavalos,Médio,2.3354733099986333,1029,0.002874,WA,0.04498133799643256,17,6,0,0,0,23
Avenida,Fácil,0.9140763519972097,833,0.001766,AC,0.0484325470024487,28,0,0,0,0,28
Dobradura,Fácil,1.5670188500007498,890,0.002236,WA,0.02422768399992492,0,10,0,0,0,10
Sinuca,Médio,1.54595166999934,910,0.0023,AC,0.06870355000137351,40,0,0,0,0,40
Campeonato_2018,Fácil,1.9480407569935778,1229,0.003006,WA,0.0732422660003067,29,19,0,0,0,48
Burocracia,Difícil,250.7059435820047,28402,0.16344,RE,0.1623910310008796,0,0,53,0,0,53
Telefone,Fácil,2.4754970759968273,1105,0.003058,RE,0.11307843599934131,12,0,51,0,0,63
Segredo do Cofre,Médio,2.095465951002552,1125,0.00285,TLE,15.0,3,17,0,12,0,32
Chuva_2019,Médio,3.8663121739955386,1443,0.004314,WA,0.37135860200214665,5,30,0,0,0,35
Metrô da Nlogônia,Difícil,5.354087261999666,1837,0.006654,WA,1.0815754590003053,6,32,0,0,0,38
Torres de Hanói,Fácil,1.4428087869964656,950,0.0022919999999999998,AC,0.020732135002617724,10,0,0,0,0,10
Atletismo,Fácil,1.5829573220034945,1111,0.002622,AC,0.1809178829935263,41,0,0,0,0,41
Amigos,Médio,96.55750407100277,11519,0.061738,RE,0.12867332300083945,0,0,52,0,0,52
Remove Dígitos,Médio,2.586222429999907,972,0.002704,AC,0.1709854259970598,30,0,0,0,0,30
Trio de Bonecas,Difícil,150.43369313499716,15751,0.08988600000000001,RE,0.19988619499781635,0,0,76,0,0,76
Teclado,Fácil,2.7432799039961537,1177,0.00343,AC,0.16705443800310604,27,0,0,0,0,27
Pirâmide_2023,Fácil,3.4147464120032964,1371,0.003946,WA,0.06527354599529644,71,15,0,0,0,86
Cápsulas,Médio,1.625924149993807,1054,0.002692,AC,0.2747669520031195,27,0,0,0,0,27
Caixinha de palitos,Difícil,2.2049543159955647,933,0.002554,AC,0.2468614460012759,61,0,0,0,0,61
Mina,Médio,2.978171034003026,1094,0.0033959999999999997,AC,0.7290098800003761,40,0,0,0,0,40
Pesos,Fácil,3.42761435599823,1368,0.004128,RE,0.09461519199976465,0,0,24,0,0,24
Brigadeiros,Difícil,6.294210102998477,2184,0.006888,WA,0.8009060719996342,10,57,0,0,0,67
Dengue,Médio,7.101160209000227,1861,0.0069619999999999994,WA,0.15082913700462086,0,10,0,0,0,10
Casamento de inteiros,Médio,3.1194094349993975,1063,0.003262,WA,0.031470465000893455,0,20,0,0,0,20
Cadeiras do auditório,Médio,4.3657071179986815,1625,0.005134,WA,0.16182028999901377,2,37,0,0,0,39
Impedido!,Fácil,1.1768542110003182,821,0.001834,AC,0.060383130999980494,54,0,0,0,0,54
Bondinho,Fácil,0.8779813430010108,684,0.001504,AC,0.04351108600531006,26,0,0,0,0,26
Rede ótica,Difícil,3.6646535210020375,1513,0.00467,RE,0.05199877500126604,1,1,8,0,0,10
Distância entre amigos,Médio,1.8850844109983882,1017,0.002634,AC,0.3540375270022196,30,0,0,0,0,30
Cadeado,Fácil,1.6220736229952308,1303,0.00299,AC,0.03833391299849609,33,0,0,0,0,33
Baldes,Difícil,6.211987119000696,1642,0.006156,WA,1.5096768639996299,4,29,0,0,0,33
Macaco-prego,Médio,3.5951976659998763,1566,0.0048,AC,0.03602718599722721,10,0,0,0,0,10
Basquete de robôs,Fácil,1.182602834996942,818,0.001792,WA,0.04175279999617487,27,3,0,0,0,30
Fast-Food,Difícil,5.330521609997959,1848,0.005992,WA,15.0,1,50,0,11,0,62
Dona Minhoca,Difícil,3.6862447829989833,1220,0.003644,WA,0.2596310020016972,0,29,0,0,0,29
Metrônibus,Difícil,4.933678125998995,2305,0.006834,AC,1.3670187550014816,82,0,0,0,0,82
Costa,Médio,2.6826821319991723,1011,0.002798,AC,0.3070466849967488,20,0,0,0,0,20
Triângulos,Fácil,1.627727657003561,955,0.0024219999999999997,AC,0.0506242029950954,41,0,0,0,0,41
Frete da Família Silva,Médio,3.22069064599782,1749,0.004366,RE,0.09528685199620668,39,0,1,0,0,40
Zero para cancelar,Fácil,1.2633116270008031,836,0.001972,AC,0.03122328100289451,5,0,0,0,0,5
Troca,Médio,2.445324955995602,1237,0.00325,AC,0.22227678399940487,28,0,0,0,0,28
Conta de água,Fácil,1.7235135070004617,952,0.002256,AC,0.0701096589982626,71,0,0,0,0,71
Forja de ORicalco,Médio,47.20856952000031,6617,0.03433,RE,0.15653480299806688,0,0,70,0,0,70
